ID,keywords,acountType,joinedDate,following,zFollowing,followers,zFollowers,location,tweet,translatedTweet,tweetType,datePosted,contentType,likes,zLikes,replies,zReplies,retweets,zRetweets,quotes,zQuotes,quotedTweet,tokens,stemTokens,lemmaTokens
93,"peso, dollar, sandro",Identified,2020-05-31T16:00:00.000Z,310,-0.42,272,-0.16,Unidentified,"Cong. Sandro's comment about Peso VS Dollar made sense- but seems a lot of people did not get it. Either that, or they didn't listen to the explanation and just read the ""headline"".","Cong. Sandro's comment about Peso VS Dollar made sense- but seems a lot of people did not get it. Either that, or they didn't listen to the explanation and just read the ""headline"".",Text,2022-10-12T04:54:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['cong', 'sandros', 'comment', 'peso', 'vs', 'dollar', 'made', 'sense', 'seems', 'lot', 'people', 'get', 'either', 'didnt', 'listen', 'explanation', 'read', 'headline']","['cong', 'sandro', 'comment', 'peso', 'vs', 'dollar', 'made', 'sens', 'seem', 'lot', 'peopl', 'get', 'either', 'didnt', 'listen', 'explan', 'read', 'headlin']","['cong', 'sandros', 'comment', 'peso', 'vs', 'dollar', 'make', 'sense', 'seem', 'lot', 'people', 'get', 'either', 'didnt', 'listen', 'explanation', 'read', 'headline']"
94,"peso, dollar, sandro",Identified,2012-11-30T16:00:00.000Z,301,-0.44,491,-0.16,Philippines,"i don't like marcoses but what sandro said abt peso and dollar is true, kaya di ko magets yung reactions 😅","i don't like marcoses but what sandro said about peso and dollar is true, that's why I don't get the reactions 😅",Text,2022-10-12T03:42:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['dont', 'like', 'marcoses', 'sandro', 'said', 'peso', 'dollar', 'true', 'thats', 'dont', 'get', 'reactions', ':grinning_face_with_sweat:']","['dont', 'like', 'marcos', 'sandro', 'said', 'peso', 'dollar', 'true', 'that', 'dont', 'get', 'reaction', ':grinning_face_with_sweat:']","['dont', 'like', 'marcoses', 'sandro', 'say', 'peso', 'dollar', 'true', 'thats', 'dont', 'get', 'reactions', ':grinning_face_with_sweat:']"
95,"peso, dollar, sandro",Identified,2022-05-31T16:00:00.000Z,159,-0.65,101,-0.16,Unidentified,"Para sa mga lutang na walang humpay mag kritiko!

Yung iba kasi mga lutang di nila naintindihan sinasabi ni Sandro haist kaming mga ofw naintindihan nmin ibig sabihin nun 
Hindi talaga mahina ang peso
Mahina ang peso dahil nag taas ng halaga ng interest ang dollar!
Gets??? https://t.co/tjGJaL5ZUF","For those who are high and do not stop criticizing!

Other people who are high can't understand what Sandro is saying haist us ofw we understand the meaning of it
The peso is really not weak
The peso is just weak because the dollar's interest has increased!
Gets??? https://t.co/tjGJaL5ZUF","Text,Image",2022-10-12T03:13:00.000Z,Emotional,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['high', 'stop', 'criticizing', 'people', 'high', 'cant', 'understand', 'sandro', 'saying', 'haist', 'us', 'ofw', 'understand', 'meaning', 'peso', 'really', 'weak', 'peso', 'weak', 'dollars', 'interest', 'increased', 'gets']","['high', 'stop', 'critic', 'peopl', 'high', 'cant', 'understand', 'sandro', 'say', 'haist', 'us', 'ofw', 'understand', 'mean', 'peso', 'realli', 'weak', 'peso', 'weak', 'dollar', 'interest', 'increas', 'get']","['high', 'stop', 'criticize', 'people', 'high', 'cant', 'understand', 'sandro', 'say', 'haist', 'us', 'ofw', 'understand', 'mean', 'peso', 'really', 'weak', 'peso', 'weak', 'dollars', 'interest', 'increase', 'get']"
96,"peso, weak, dollar, strong",Anonymous,2018-07-31T16:00:00.000Z,479,-0.17,215,-0.16,Unidentified,the peso 🅿️ is weak 😪 because 🤨 the dollar 💲 is strong 💪,the peso 🅿️ is weak 😪 because 🤨 the dollar 💲 is strong 💪,Text,2022-12-10T02:25:00.000Z,Emotional,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', ':p_button:', 'weak', ':sleepy_face:', ':face_with_raised_eyebrow:', 'dollar', ':heavy_dollar_sign:', 'strong', ':flexed_biceps:']","['peso', ':p_button:', 'weak', ':sleepy_face:', ':face_with_raised_eyebrow:', 'dollar', ':heavy_dollar_sign:', 'strong', ':flexed_biceps:']","['peso', ':p_button:', 'weak', ':sleepy_face:', ':face_with_raised_eyebrow:', 'dollar', ':heavy_dollar_sign:', 'strong', ':flexed_biceps:']"
97,"peso, weak, dollar, strong",Anonymous,2021-07-31T16:00:00.000Z,61,-0.8,114,-0.16,Philippines,"Sandro: The peso is weak because the dollar is strong.

Economists &amp; Entrepreneurs: He's right.

Meanwhile..

Mga proud professors, Lawyers, PhD, MD:
*ginawan ng meme at joke yung sinabi ni sandro imbis i-analyze*

Ganito na ba mga ""professional"" ngayon? https://t.co/NJ4RwuXTfd","Sandro: The peso is weak because the dollar is strong.

Economists & Entrepreneurs: He's right.

Meanwhile..

Proud professors, Lawyers, PhD, MD:
*made meme and joke about what sandro said instead of analyzing*

Is this who ""professionals"" are today? https://t.co/NJ4RwuXTfd","Text,Image",2022-12-10T02:16:00.000Z,Rational,0,-0.14,1,-0.11,0,-0.18,0,-0.11,None,"['sandro', 'peso', 'weak', 'dollar', 'strong', 'economists', 'entrepreneurs', 'hes', 'right', 'meanwhile', 'proud', 'professors', 'lawyers', 'phd', 'md', 'made', 'meme', 'joke', 'sandro', 'said', 'instead', 'analyzing', 'professionals', 'today']","['sandro', 'peso', 'weak', 'dollar', 'strong', 'economist', 'entrepreneur', 'hes', 'right', 'meanwhil', 'proud', 'professor', 'lawyer', 'phd', 'md', 'made', 'meme', 'joke', 'sandro', 'said', 'instead', 'analyz', 'profession', 'today']","['sandro', 'peso', 'weak', 'dollar', 'strong', 'economists', 'entrepreneurs', 'hes', 'right', 'meanwhile', 'proud', 'professors', 'lawyers', 'phd', 'md', 'make', 'meme', 'joke', 'sandro', 'say', 'instead', 'analyze', 'professionals', 'today']"
98,"peso, weak, dollar, strong",Media,2013-03-31T16:00:00.000Z,62,-0.79,2921,-0.15,Philippines,"Memes satirize Sandro Marcos saying ‘peso is weak because dollar is strong’, but was he wrong? https://t.co/fllGXzmsiL https://t.co/IVFOxNw5KR","Memes satirize Sandro Marcos saying ‘peso is weak because dollar is strong’, but was he wrong? https://t.co/fllGXzmsiL https://t.co/IVFOxNw5KR","Text,URL",2022-12-10T02:01:00.000Z,Transactional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['memes', 'satirize', 'sandro', 'marcos', 'saying', '‘', 'peso', 'weak', 'dollar', 'strong', '’', 'wrong']","['meme', 'satir', 'sandro', 'marco', 'say', '‘', 'peso', 'weak', 'dollar', 'strong', '’', 'wrong']","['memes', 'satirize', 'sandro', 'marcos', 'say', '‘', 'peso', 'weak', 'dollar', 'strong', '’', 'wrong']"
99,"peso, weak, dollar, strong",Anonymous,2016-08-31T16:00:00.000Z,2493,2.83,1725,-0.16,Unidentified,The peso is not weak because the peso is weak the peso is weak because the dollar is strong,The peso is not weak because the peso is weak the peso is weak because the dollar is strong,"Text,Quote",2022-12-10T01:49:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/taksped/status/1580133241130201088,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
100,"peso, weak, dollar, strong",Anonymous,2018-01-31T16:00:00.000Z,1714,1.67,13645,-0.13,Philippines,The peso is weak because the dollar is strong https://t.co/ZLG8wSSkKE,The peso is weak because the dollar is strong https://t.co/ZLG8wSSkKE,"Text,Image",2022-12-09T23:09:00.000Z,Rational,46,0.14,2,-0.09,7,0.23,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'dollar', 'strong']"
101,"peso, weak, dollar, strong",Anonymous,2014-03-31T16:00:00.000Z,836,0.36,507,-0.16,Philippines,"Malinaw naman pagkaka explain Doon ni Sandro pero Ewan ko ba bakit parang nka stick Lang sila dun sa peso is weak, not because pesos is weak
Pesos is weak because usd is strong.. Bat nga ba hirap sila unawain na malakas ang dollar kontra sa lahat NG currency sa buong mundo 🤓","Sandro explained it really well but I don't know why they are stuck in peso is weal, not because pesos is weak
Peso is weak because usd is strong.. Why is it so hard to understand that the dollar is very strong against every other currency in the world 🤓","Text,Quote",2022-12-10T13:57:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/jmy_perez/status/1579905723680817152,"['sandro', 'explained', 'really', 'well', 'dont', 'know', 'stuck', 'peso', 'weal', 'pesos', 'weak', 'peso', 'weak', 'usd', 'strong', 'hard', 'understand', 'dollar', 'strong', 'every', 'currency', 'world', ':nerd_face:']","['sandro', 'explain', 'realli', 'well', 'dont', 'know', 'stuck', 'peso', 'weal', 'peso', 'weak', 'peso', 'weak', 'usd', 'strong', 'hard', 'understand', 'dollar', 'strong', 'everi', 'currenc', 'world', ':nerd_face:']","['sandro', 'explain', 'really', 'well', 'dont', 'know', 'stick', 'peso', 'weal', 'pesos', 'weak', 'peso', 'weak', 'usd', 'strong', 'hard', 'understand', 'dollar', 'strong', 'every', 'currency', 'world', ':nerd_face:']"
102,"peso, weak, dollar, strong",Anonymous,2019-07-31T16:00:00.000Z,180,-0.62,111,-0.16,Philippines,"Trend ngayon yung pagsabi ni Sandro ng 'The peso is weak because the dollar is strong', unang panood ko dun, nagets ko kasi pinanood ko yung explanation nya. Hindi naman ako ekonomista, pero yung points nya nagmemake sense naman, lah, paulit-ulit den naman sinasabi nya dba?","Sandro saying 'The peso is weak because the dollar is strong' is trending right now, when i first watched it, i understood it because i watched his explanation. I am not an economist, but his points make sense, lah, he keeps on repeating what he said right?",Text,2022-12-10T13:56:00.000Z,Rational,0,-0.14,1,-0.11,0,-0.18,0,-0.11,None,"['sandro', 'saying', 'peso', 'weak', 'dollar', 'strong', 'trending', 'right', 'first', 'watched', 'understood', 'watched', 'explanation', 'economist', 'points', 'make', 'sense', 'lah', 'keeps', 'repeating', 'said', 'right']","['sandro', 'say', 'peso', 'weak', 'dollar', 'strong', 'trend', 'right', 'first', 'watch', 'understood', 'watch', 'explan', 'economist', 'point', 'make', 'sens', 'lah', 'keep', 'repeat', 'said', 'right']","['sandro', 'say', 'peso', 'weak', 'dollar', 'strong', 'trend', 'right', 'first', 'watch', 'understand', 'watch', 'explanation', 'economist', 'point', 'make', 'sense', 'lah', 'keep', 'repeat', 'say', 'right']"
103,"peso, weak, dollar, strong",Anonymous,2020-03-31T16:00:00.000Z,116,-0.71,4982,-0.15,Unidentified,People bashing Sandro Marcos for saying that peso is not really weak dollar is strong are people who lack comprehension or education on economics. Villar’s statement is an explanation for the dimwits. https://t.co/k46usK07G7,People bashing Sandro Marcos for saying that peso is not really weak dollar is strong are people who lack comprehension or education on economics. Villar’s statement is an explanation for the dimwits. https://t.co/k46usK07G8,"Text,Image",2022-12-10T04:25:00.000Z,Rational,45,0.13,6,0.0,9,0.35,3,-0.07,None,"['people', 'bashing', 'sandro', 'marcos', 'saying', 'peso', 'really', 'weak', 'dollar', 'strong', 'people', 'lack', 'comprehension', 'education', 'economics', 'villar', '’', 'statement', 'explanation', 'dimwits']","['peopl', 'bash', 'sandro', 'marco', 'say', 'peso', 'realli', 'weak', 'dollar', 'strong', 'peopl', 'lack', 'comprehens', 'educ', 'econom', 'villar', '’', 'statement', 'explan', 'dimwit']","['people', 'bash', 'sandro', 'marcos', 'say', 'peso', 'really', 'weak', 'dollar', 'strong', 'people', 'lack', 'comprehension', 'education', 'economics', 'villar', '’', 'statement', 'explanation', 'dimwits']"
104,"peso, weak, dollar, strong",Anonymous,2022-05-31T16:00:00.000Z,302,-0.44,1691,-0.16,Philippines,"There is nothing wrong sa “pesos-is-weak-the-dollar-is-strong” statement ni Congressman Sandro, ang mas cringe and downright embarrasing is yung paggamit ni LENLEN ng #unselfless with conviction. 🤦‍♂

Go to FB post 
👉 https://t.co/tULkzkzFrm","There is nothing wrong with the “pesos-is-weak-the-dollar-is-strong” statement of Congressman Sandro, what cringier and more downright embarrasing is how LENLEN used #unselfless with conviction. 🤦‍♂

Go to FB post 
👉 https://t.co/tULkzkzFrm","Text,URL",2022-12-10T02:28:00.000Z,"Rational,Emotional",0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['nothing', 'wrong', 'pesosisweakthedollarisstrong', 'statement', 'congressman', 'sandro', 'cringier', 'downright', 'embarrasing', 'lenlen', 'used', 'unselfless', 'conviction', ':man_facepalming:', 'go', 'fb', 'post', ':backhand_index_pointing_right:']","['noth', 'wrong', 'pesosisweakthedollarisstrong', 'statement', 'congressman', 'sandro', 'cringier', 'downright', 'embarras', 'lenlen', 'use', 'unselfless', 'convict', ':man_facepalming:', 'go', 'fb', 'post', ':backhand_index_pointing_right:']","['nothing', 'wrong', 'pesosisweakthedollarisstrong', 'statement', 'congressman', 'sandro', 'cringier', 'downright', 'embarrasing', 'lenlen', 'use', 'unselfless', 'conviction', ':man_facepalming:', 'go', 'fb', 'post', ':backhand_index_pointing_right:']"
105,"peso, weak, dollar, strong",Anonymous,2008-09-30T16:00:00.000Z,389,-0.31,1917,-0.16,Unidentified,"The Peso (₱) is weak not because it is weak. The Peso is weak because the Dollar ($) is strong.

@sandromarcos7 is right - just look at how Philippine Peso fare well with other currencies.

Don't be like Kakampwets — 'unselfless' lang kase naiintindihan nila. https://t.co/px5qZHFDdv","The Peso (₱) is weak not because it is weak. The Peso is weak because the Dollar ($) is strong.

@sandromarcos7 is right - just look at how Philippine Peso fare well with other currencies.

Don't be like Kakampwets — the only thing they understand 'unselfless'. https://t.co/px5qZHFDdv","Text,Image",2022-12-10T01:57:00.000Z,Rational,16,-0.04,2,-0.09,10,0.4,0,-0.11,None,"['peso', '₱', 'weak', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandromarcos7', 'right', 'look', 'philippine', 'peso', 'fare', 'well', 'currencies', 'dont', 'like', 'kakampwets', 'thing', 'understand', 'unselfless']","['peso', '₱', 'weak', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandromarcos7', 'right', 'look', 'philippin', 'peso', 'fare', 'well', 'currenc', 'dont', 'like', 'kakampwet', 'thing', 'understand', 'unselfless']","['peso', '₱', 'weak', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandromarcos7', 'right', 'look', 'philippine', 'peso', 'fare', 'well', 'currencies', 'dont', 'like', 'kakampwets', 'thing', 'understand', 'unselfless']"
106,"peso, weak, dollar, strong",Anonymous,2020-07-31T16:00:00.000Z,1934,2.0,739,-0.16,Unidentified,A peso is not weak because the peso is weak. A peso is weak because the dollar is strong.,A peso is not weak because the peso is weak. A peso is weak because the dollar is strong.,"Text,Quote",2022-12-10T01:54:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,https://twitter.com/lancedevanadera/status/1579825802350571522,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
107,"peso, weak, dollar, strong",Anonymous,2021-09-30T16:00:00.000Z,1057,0.69,730,-0.16,Unidentified,"The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.","The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.",Text,2022-12-10T01:17:00.000Z,Rational,20,-0.02,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
108,"peso, weak, dollar, strong",Identified,2014-03-31T16:00:00.000Z,335,-0.39,28,-0.16,Unidentified,The Peso is not weak because the Peso is weak. The Peso is weak because the Dollar is strong. Gets naman sya kay sa don sa isa na pauso ng word na UNSELFLESS like WTF.,The Peso is not weak because the Peso is weak. The Peso is weak because the Dollar is strong. I get it more than the other one who came up with the word UNSELFLESS like WTF.,Text,2022-12-10T01:13:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'get', 'one', 'came', 'word', 'unselfless', 'like', 'wtf']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'get', 'one', 'came', 'word', 'unselfless', 'like', 'wtf']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'get', 'one', 'come', 'word', 'unselfless', 'like', 'wtf']"
109,"peso, weak, dollar, strong",Identified,2006-09-30T16:00:00.000Z,202,-0.59,333,-0.16,International,"Forex101 para sa mga bida:
Pag mataas ang dollar (since it’s a safe haven for investors), high yield currencies such as aud, eur, cad, gbp, etc will be low. In short, the peso is not weak bec the peso is weak. The peso is weak bec the dollar is strong 🤪 https://t.co/MHYgByESiS","Forex101 for show-offs:
If the dollar is high (since it’s a safe haven for investors), high yield currencies such as aud, eur, cad, gbp, etc will be low. In short, the peso is not weak because the peso is weak. The peso is weak because the dollar is strong 🤪 https://t.co/MHYgByESiS","Text,Image",2022-12-10T01:10:00.000Z,Emotional,4,-0.12,0,-0.13,0,-0.18,0,-0.11,None,"['forex', '101', 'showoffs', 'dollar', 'high', 'since', '’', 'safe', 'investors', 'high', 'yield', 'currencies', 'aud', 'eur', 'cad', 'gbp', 'etc', 'low', 'short', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':zany_face:']","['forex', '101', 'showoff', 'dollar', 'high', 'sinc', '’', 'safe', 'investor', 'high', 'yield', 'currenc', 'aud', 'eur', 'cad', 'gbp', 'etc', 'low', 'short', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':zany_face:']","['forex', '101', 'showoffs', 'dollar', 'high', 'since', '’', 'safe', 'investors', 'high', 'yield', 'currencies', 'aud', 'eur', 'cad', 'gbp', 'etc', 'low', 'short', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', ':zany_face:']"
110,"peso, weak, dollar, strong",Anonymous,2008-10-31T16:00:00.000Z,8,-0.88,2,-0.16,Unidentified,Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/cFPzaZSJRb,Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/cFPzaZSJRb,"Text,URL",2022-12-10T00:32:00.000Z,Rational,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['sandro', 'marcos', 'says', 'peso', 'weak', '’', 'weak', 'dollar', 'strong']","['sandro', 'marco', 'say', 'peso', 'weak', '’', 'weak', 'dollar', 'strong']","['sandro', 'marcos', 'say', 'peso', 'weak', '’', 'weak', 'dollar', 'strong']"
111,"peso, weak, dollar, strong",Identified,2020-11-30T16:00:00.000Z,927,0.5,857,-0.16,International,"Ano kaya mali sa sinabi ni Sandro na ‘The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” Eh may explanation naman si Sandro, hetong mga kakampoque na mga to, ayaw sa spliced pero ayaw rin manuod or magbasa ng buo. Tatanga nyo.","I wonder what's wrong with Sandro saying ‘The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” Sandro actually has an explanation, but then these kakampoque don't want the spliced but they also don't want to watch or read the full explanation. You all are stupid.",Text,2022-12-10T00:18:00.000Z,Emotional,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['wonder', 'whats', 'wrong', 'sandro', 'saying', '‘', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandro', 'actually', 'explanation', 'kakampoque', 'dont', 'want', 'spliced', 'also', 'dont', 'want', 'watch', 'read', 'full', 'explanation', 'stupid']","['wonder', 'what', 'wrong', 'sandro', 'say', '‘', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandro', 'actual', 'explan', 'kakampoqu', 'dont', 'want', 'splice', 'also', 'dont', 'want', 'watch', 'read', 'full', 'explan', 'stupid']","['wonder', 'whats', 'wrong', 'sandro', 'say', '‘', 'peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'sandro', 'actually', 'explanation', 'kakampoque', 'dont', 'want', 'splice', 'also', 'dont', 'want', 'watch', 'read', 'full', 'explanation', 'stupid']"
112,"peso, weak, dollar, strong",Anonymous,2020-07-31T16:00:00.000Z,1046,0.67,1245,-0.16,Philippines,"Funny how critics laugh about what sir Cong. Sandro said, see he's just saying that our money(the peso) is not weak 'coz it's weak, it's just that dollar became strong bec. the US dictates it, but come to think of it, Dollar is a ""Fiat Money"" why? Bec. They don't have gold 👇🏻 https://t.co/TSH4RXtZfy","Funny how critics laugh about what sir Cong. Sandro said, see he's just saying that our money(the peso) is not weak because it's weak, it's just that dollar became strong because the US dictates it, but come to think of it, Dollar is a ""Fiat Money"" why? Because They don't have gold 👇🏻 https://t.co/TSH4RXtZfy","Text,Image",2022-12-10T00:07:00.000Z,Rational,7,-0.1,2,-0.09,0,-0.18,1,-0.1,None,"['funny', 'critics', 'laugh', 'sir', 'cong', 'sandro', 'said', 'see', 'hes', 'saying', 'money', 'peso', 'weak', 'weak', 'dollar', 'became', 'strong', 'us', 'dictates', 'come', 'think', 'dollar', 'fiat', 'money', 'dont', 'gold', ':backhand_index_pointing_down_light_skin_tone:']","['funni', 'critic', 'laugh', 'sir', 'cong', 'sandro', 'said', 'see', 'hes', 'say', 'money', 'peso', 'weak', 'weak', 'dollar', 'becam', 'strong', 'us', 'dictat', 'come', 'think', 'dollar', 'fiat', 'money', 'dont', 'gold', ':backhand_index_pointing_down_light_skin_tone:']","['funny', 'critics', 'laugh', 'sir', 'cong', 'sandro', 'say', 'see', 'hes', 'say', 'money', 'peso', 'weak', 'weak', 'dollar', 'become', 'strong', 'us', 'dictate', 'come', 'think', 'dollar', 'fiat', 'money', 'dont', 'gold', ':backhand_index_pointing_down_light_skin_tone:']"
113,"peso, weak, dollar, strong",Anonymous,2017-08-31T16:00:00.000Z,92,-0.75,516,-0.16,Unidentified,the peso is not weak because the peso is weak the peso is weak because the dollar is strong,the peso is not weak because the peso is weak the peso is weak because the dollar is strong,Text,2022-12-09T23:44:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong']"
114,"peso, dollar, sandro",Anonymous,2006-09-30T16:00:00.000Z,250,-0.51,270,-0.16,Unidentified,Mga wa kasabot nalibog kay Sandro. But he’s right. The Ph Peso is weak because the US dollar is strong.,The stupid ones are puzzled by Sandro. But he's right. The Ph Peso is weak because the US dollar is strong.,Text,2022-12-09T22:57:00.000Z,Rational,1,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['stupid', 'ones', 'puzzled', 'sandro', 'hes', 'right', 'ph', 'peso', 'weak', 'us', 'dollar', 'strong']","['stupid', 'one', 'puzzl', 'sandro', 'hes', 'right', 'ph', 'peso', 'weak', 'us', 'dollar', 'strong']","['stupid', 'ones', 'puzzle', 'sandro', 'hes', 'right', 'ph', 'peso', 'weak', 'us', 'dollar', 'strong']"
115,"peso, dollar, sandro",Anonymous,2016-05-31T16:00:00.000Z,3408,4.2,17723,-0.13,Unidentified,"Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/uh0XfGs8iv

Sandro is not weak because his dad is weak.","Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/uh0XfGs8iv

Sandro is not weak because his dad is weak.","Text,URL",2022-12-09T22:04:00.000Z,Rational,28,0.03,9,0.06,3,0.0,1,-0.1,None,"['sandro', 'marcos', 'says', 'peso', 'weak', '’', 'weak', 'dollar', 'strong', 'sandro', 'weak', 'dad', 'weak']","['sandro', 'marco', 'say', 'peso', 'weak', '’', 'weak', 'dollar', 'strong', 'sandro', 'weak', 'dad', 'weak']","['sandro', 'marcos', 'say', 'peso', 'weak', '’', 'weak', 'dollar', 'strong', 'sandro', 'weak', 'dad', 'weak']"
116,"peso, dollar, sandro",Anonymous,2015-04-30T16:00:00.000Z,1138,0.81,538,-0.16,Unidentified,"Sandro makes sense, kinda, peso is actually weak but to an extent since the dollar is getting strong due to the Federal Reserve Policy.

So yes peso is weak daw but not that weak is what he is saying.","Sandro makes sense, kinda, peso is actually weak but to an extent since the dollar is getting strong due to the Federal Reserve Policy.

So yes peso is weak daw but not that weak is what he is saying.",Text,2022-12-09T20:28:00.000Z,Rational,3,-0.12,1,-0.11,0,-0.18,0,-0.11,None,"['sandro', 'makes', 'sense', 'kinda', 'peso', 'actually', 'weak', 'extent', 'since', 'dollar', 'getting', 'strong', 'due', 'federal', 'reserve', 'policy', 'yes', 'peso', 'weak', 'daw', 'weak', 'saying']","['sandro', 'make', 'sens', 'kinda', 'peso', 'actual', 'weak', 'extent', 'sinc', 'dollar', 'get', 'strong', 'due', 'feder', 'reserv', 'polici', 'yes', 'peso', 'weak', 'daw', 'weak', 'say']","['sandro', 'make', 'sense', 'kinda', 'peso', 'actually', 'weak', 'extent', 'since', 'dollar', 'get', 'strong', 'due', 'federal', 'reserve', 'policy', 'yes', 'peso', 'weak', 'daw', 'weak', 'say']"
117,"peso, weak, dollar, strong",Anonymous,2014-03-31T16:00:00.000Z,442,-0.23,268,-0.16,Unidentified,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong and I am strong when I am on your shoulder, you raise me up to more than I can be.","The peso is not weak because the peso is weak, the peso is weak because the dollar is strong and I am strong when I am on your shoulder, you raise me up to more than I can be.",Text,2022-12-09T20:13:00.000Z,Emotional,10,-0.08,0,-0.13,1,-0.12,2,-0.09,None,"['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'strong', 'shoulder', 'raise']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'strong', 'shoulder', 'rais']","['peso', 'weak', 'peso', 'weak', 'peso', 'weak', 'dollar', 'strong', 'strong', 'shoulder', 'raise']"
118,"peso, weak, dollar, strong",Anonymous,2020-08-31T16:00:00.000Z,123,-0.7,143,-0.16,Unidentified,THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG &gt;&gt;&gt; PEOPLE DIE IF THEY ARE KILLED,THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG &gt;&gt;&gt; PEOPLE DIE IF THEY ARE KILLED,Text,2022-12-09T18:55:00.000Z,Emotional,0,-0.14,0,-0.13,0,-0.18,0,-0.11,None,"['peso', 'weak', 'dollar', 'strong', 'people', 'die', 'killed']","['peso', 'weak', 'dollar', 'strong', 'peopl', 'die', 'kill']","['peso', 'weak', 'dollar', 'strong', 'people', 'die', 'kill']"
